anneemut;Nom Officiel Région;Nom Officiel Département;Nom Officiel Commune / Arrondissement Municipal Majuscule;Libellé CATEAAV2020;Nom Officiel EPCI;codgeo_2020;nbmut;nbmut_vente;nbmut_ventem;nbmut_ventea;nbmut_vefa;nbmut_vefam;nbmut_vefaa;nbmut_tab;nbmut_adj;nbmut_expro;nbmut_ech;nbmut_act;nbmut_maison;nbmut_appart;nbmut_dep;nbmut_batind;nbmut_batimix;nbmut_terrain;vf_ventem;vf_vefam;vf_ventea;vf_vefaa;vfmed_ventem;vfmed_ventem_inf500;vfmed_ventem_500_1000;vfmed_ventem_sup1000;vfmed_vefam;vfmed_vefam_inf500;vfmed_vefam_500_1000;vfmed_vefam_sup1000;vfmed_ventea;vfmed_ventea_t1;vfmed_ventea_t2;vfmed_ventea_t3;vfmed_ventea_t4;vfmed_ventea_t5;vfm2_ventea;vfm2_ventea_t1;vfm2_ventea_t2;vfm2_ventea_t3;vfm2_ventea_t4;vfm2_ventea_t5;vfmed_vefaa;vfmed_vefaa_t1;vfmed_vefaa_t2;vfmed_vefaa_t3;vfmed_vefaa_t4;vfmed_vefaa_t5;vfm2_vefaa;vfm2_vefaa_t1;vfm2_vefaa_t2;vfm2_vefaa_t3;vfm2_vefaa_t4;vfm2_vefaa_t5;Code Officiel Département;Code Officiel EPCI;Code Officiel Région;Geo Point;Geo Shape;Code CATEAAV2020;Code Officiel Commune;Nom Officiel Commune;POP_2018;Nbre-menages_2018;Logement_2018;nbmut_ventevefa;VF_ventevefa
2018;Île-de-France;Paris;PARIS 7E ARRONDISSEMENT;;Métropole du Grand Paris;75107;1319;1294;0;640;10;0;0;;;;11;83;;968;196;28;42;;0.0;0;485518850;0;2000000.0;2000000.0;;;;;;;522950;260000;499000;761000;1250000;2081000;12584;12424;12403;12879;12487;12584;;;;;;;;;;;;;75;200054781;11;48.8561656124, 2.31215388834;"{""coordinates"": [[[2.301737, 48.863496], [2.299222, 48.863284], [2.298589, 48.863144], [2.296871, 48.862619], [2.294865, 48.861876], [2.29369, 48.861246], [2.292196, 48.860254], [2.289696, 48.858183], [2.29102, 48.857498], [2.300546, 48.851385], [2.301228, 48.851062], [2.307354, 48.847133], [2.308218, 48.847433], [2.310495, 48.847976], [2.313716, 48.845943], [2.316713, 48.846863], [2.319541, 48.847914], [2.324162, 48.850235], [2.326877, 48.851362], [2.326814, 48.851581], [2.328657, 48.851868], [2.328659, 48.852056], [2.329396, 48.852731], [2.330772, 48.855112], [2.33327, 48.858291], [2.332452, 48.858531], [2.332916, 48.859335], [2.331212, 48.859679], [2.32798, 48.860821], [2.320933, 48.863019], [2.318678, 48.863723], [2.301737, 48.863496]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;640.0;485518850.26
2016;Île-de-France;Paris;PARIS 2E ARRONDISSEMENT;;Métropole du Grand Paris;75102;681;672;0;391;;0;0;;5;;;123;;497;30;16;15;;0.0;0;146629486;0;;;;;;;;;313500;190000;343400;561505;924854;810000;8868;8878;8817;8904;9317;8434;;;;;;;;;;;;;75;200054781;11;48.8682666326, 2.34278512518;"{""coordinates"": [[[2.354253, 48.869324], [2.347918, 48.870688], [2.340041, 48.871972], [2.327999, 48.869921], [2.330107, 48.868409], [2.330426, 48.86826], [2.350955, 48.863402], [2.354253, 48.869324]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;391.0;146629486.7
2016;Île-de-France;Paris;PARIS 15E ARRONDISSEMENT;;Métropole du Grand Paris;75115;4176;4042;10;2329;116;0;37;;8;;10;226;14;3295;531;62;45;;10454500.0;0;867560491;16972083;800000.0;800000.0;2375500.0;;;;;;327800;190000;313000;482000;670000;910000;8161;8116;8176;8269;8010;8044;373000;333000;485265;757000;1098000;;11753;11014;11123;11277;16041;;75;200054781;11;48.8400718952, 2.29283683831;"{""coordinates"": [[[2.324642, 48.843621], [2.319893, 48.845166], [2.316983, 48.846636], [2.316713, 48.846863], [2.313716, 48.845943], [2.310495, 48.847976], [2.308218, 48.847433], [2.307354, 48.847133], [2.301228, 48.851062], [2.300546, 48.851385], [2.29102, 48.857498], [2.289696, 48.858183], [2.288513, 48.857021], [2.288207, 48.856134], [2.287837, 48.855764], [2.278021, 48.848888], [2.276057, 48.847248], [2.266032, 48.836838], [2.262792, 48.833923], [2.267475, 48.834593], [2.268102, 48.834428], [2.269931, 48.833011], [2.267339, 48.831532], [2.267626, 48.827969], [2.267826, 48.827836], [2.272793, 48.82792], [2.275304, 48.829435], [2.279052, 48.83249], [2.283586, 48.830796], [2.289408, 48.828334], [2.292192, 48.827142], [2.301315, 48.825126], [2.306932, 48.829823], [2.307135, 48.830178], [2.311855, 48.834024], [2.314831, 48.836303], [2.319877, 48.840539], [2.321394, 48.839777], [2.321837, 48.840099], [2.321472, 48.840965], [2.321531, 48.841084], [2.324642, 48.843621]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;2376.0;894987075.4000001
2019;Île-de-France;Paris;PARIS 12E ARRONDISSEMENT;;Métropole du Grand Paris;75112;2370;2339;7;1298;16;0;8;;;;10;161;7;1802;322;37;40;;8514200.0;0;496626175;5183218;1380000.0;1380000.0;;;;;;;345000;206408;345500;495300;680000;920000;8973;9077;8954;9269;8583;8241;478281;222300;;426237;970000;1194986;9157;6736;;7217;12125;9958;75;200054781;11;48.8349622602, 2.42138671794;"{""coordinates"": [[[2.364455, 48.846186], [2.366088, 48.844968], [2.37355, 48.839329], [2.375322, 48.837608], [2.378358, 48.835023], [2.384305, 48.830311], [2.388512, 48.826744], [2.390072, 48.825692], [2.39434, 48.827539], [2.395707, 48.827727], [2.399205, 48.828626], [2.402237, 48.82959], [2.403551, 48.829175], [2.404929, 48.828444], [2.407707, 48.82635], [2.409175, 48.825502], [2.410104, 48.825134], [2.411139, 48.824898], [2.41242, 48.824749], [2.415303, 48.824786], [2.416513, 48.824736], [2.419963, 48.82408], [2.421826, 48.824059], [2.424654, 48.824191], [2.426233, 48.824128], [2.427958, 48.8239], [2.429861, 48.823432], [2.430628, 48.823157], [2.430371, 48.822877], [2.432195, 48.82162], [2.432634, 48.821901], [2.43289, 48.821693], [2.43248, 48.821426], [2.434288, 48.820158], [2.434144, 48.819216], [2.434902, 48.819669], [2.436028, 48.819593], [2.436925, 48.819365], [2.437442, 48.819111], [2.437329, 48.818177], [2.439854, 48.818291], [2.442326, 48.817904], [2.444181, 48.817875], [2.447786, 48.817966], [2.449423, 48.817908], [2.450807, 48.817729], [2.453452, 48.817149], [2.458717, 48.817034], [2.459119, 48.816997], [2.459115, 48.817365], [2.461205, 48.818355], [2.462696, 48.81906], [2.462867, 48.820178], [2.465044, 48.824084], [2.465731, 48.826226], [2.466178, 48.827328], [2.465232, 48.827667], [2.464662, 48.827623], [2.464611, 48.828356], [2.464702, 48.829277], [2.465004, 48.83035], [2.465426, 48.83132], [2.465823, 48.83187], [2.466569, 48.832521], [2.468485, 48.833507], [2.468891, 48.833797], [2.469496, 48.834471], [2.469724, 48.835195], [2.469851, 48.836399], [2.469662, 48.836788], [2.467319, 48.839099], [2.466164, 48.840423], [2.465259, 48.841174], [2.463741, 48.842023], [2.461794, 48.842731], [2.459873, 48.843181], [2.457844, 48.84355], [2.447853, 48.844863], [2.446497, 48.844968], [2.446646, 48.845802], [2.440758, 48.845964], [2.44052, 48.84444], [2.437958, 48.844664], [2.437184, 48.840893], [2.433578, 48.841204], [2.433545, 48.841046], [2.427575, 48.841571], [2.42492, 48.841808], [2.424347, 48.84195], [2.423948, 48.842196], [2.423492, 48.842656], [2.422435, 48.844058], [2.421848, 48.844437], [2.41986, 48.843456], [2.419849, 48.843102], [2.41939, 48.842577], [2.419358, 48.842322], [2.419539, 48.841449], [2.420394, 48.84044], [2.42093, 48.839329], [2.421586, 48.836756], [2.422139, 48.835798], [2.417338, 48.834189], [2.415968, 48.833864], [2.413921, 48.833712], [2.412587, 48.833779], [2.411472, 48.833929], [2.412246, 48.834539], [2.412852, 48.836217], [2.415664, 48.844996], [2.415971, 48.846623], [2.399121, 48.848098], [2.395958, 48.848378], [2.384458, 48.850127], [2.381426, 48.850408], [2.380115, 48.850455], [2.378896, 48.850625], [2.374776, 48.851627], [2.372012, 48.85238], [2.370228, 48.853282], [2.369124, 48.853166], [2.366444, 48.84731], [2.364455, 48.846186]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1313.0;510323593.86
2020;Île-de-France;Paris;PARIS 10E ARRONDISSEMENT;;Métropole du Grand Paris;75110;2001;1986;0;1202;;0;0;;5;;9;156;;1496;246;52;50;;0.0;0;551903277;0;;;;;;;;;393000;190000;360000;590289;850000;1150000;9957;10138;10070;10130;10093;8618;;;;;;;;;;;;;75;200054781;11;48.8761291584, 2.36071515618;"{""coordinates"": [[[2.364714, 48.884366], [2.358943, 48.884406], [2.349465, 48.883725], [2.3496, 48.88348], [2.349853, 48.880643], [2.3493, 48.879103], [2.349135, 48.877529], [2.348352, 48.876083], [2.34816, 48.875484], [2.347901, 48.874019], [2.347918, 48.870688], [2.354253, 48.869324], [2.356496, 48.868829], [2.36329, 48.867816], [2.363872, 48.867516], [2.365618, 48.868237], [2.367611, 48.868819], [2.369358, 48.869485], [2.37335, 48.870723], [2.376905, 48.872048], [2.37029, 48.877991], [2.370228, 48.882467], [2.370033, 48.88284], [2.369301, 48.883313], [2.368828, 48.883873], [2.368499, 48.884065], [2.367978, 48.884156], [2.364714, 48.884366]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1202.0;551903277.44
2014;Île-de-France;Paris;PARIS 6E ARRONDISSEMENT;;Métropole du Grand Paris;75106;869;848;0;423;11;0;0;;;;6;71;;619;130;30;18;;0.0;0;264276610;0;;;;;;;;;439358;240000;383000;701000;903450;1554000;10854;9308;10236;11389;11053;11726;;;;;;;;;;;;;75;200054781;11;48.8491205237, 2.33288375755;"{""coordinates"": [[[2.336657, 48.839671], [2.336771, 48.840746], [2.337256, 48.840875], [2.340482, 48.84671], [2.342632, 48.850348], [2.344281, 48.853757], [2.344634, 48.854089], [2.34293, 48.854833], [2.342506, 48.855104], [2.341368, 48.856128], [2.340567, 48.856675], [2.337672, 48.858311], [2.332916, 48.859335], [2.332452, 48.858531], [2.33327, 48.858291], [2.330772, 48.855112], [2.329396, 48.852731], [2.328659, 48.852056], [2.328657, 48.851868], [2.326814, 48.851581], [2.326877, 48.851362], [2.324162, 48.850235], [2.319541, 48.847914], [2.316713, 48.846863], [2.316983, 48.846636], [2.319893, 48.845166], [2.324642, 48.843621], [2.336657, 48.839671]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;423.0;264276610.75
2014;Île-de-France;Paris;PARIS 1ER ARRONDISSEMENT;;Métropole du Grand Paris;75101;411;407;0;238;;0;0;;;;;66;;297;24;9;14;;0.0;0;105340788;0;;;;;;;;;340000;205000;385000;640480;890000;1100000;9555;9409;9715;9558;9133;10673;;;;;;;;;;;;;75;200054781;11;48.8625504754, 2.33641799709;"{""coordinates"": [[[2.320933, 48.863019], [2.32798, 48.860821], [2.331212, 48.859679], [2.332916, 48.859335], [2.337672, 48.858311], [2.340567, 48.856675], [2.341368, 48.856128], [2.342506, 48.855104], [2.34293, 48.854833], [2.344634, 48.854089], [2.345876, 48.855306], [2.347115, 48.857241], [2.347574, 48.857359], [2.350164, 48.861985], [2.350955, 48.863402], [2.330426, 48.86826], [2.330107, 48.868409], [2.327999, 48.869921], [2.325888, 48.869577], [2.325161, 48.86943], [2.325319, 48.869012], [2.323549, 48.866473], [2.320933, 48.863019]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;238.0;105340788.11
2020;Île-de-France;Paris;PARIS 3E ARRONDISSEMENT;;Métropole du Grand Paris;75103;864;858;0;498;;0;0;;;;;95;;627;93;16;32;;0.0;0;251133144;0;;;;;;;;;427750;280000;459090;723000;905000;918300;11694;11888;12182;12298;9954;9170;;;;;;;;;;;;;75;200054781;11;48.8628777616, 2.35999851631;"{""coordinates"": [[[2.368491, 48.855805], [2.366748, 48.863076], [2.36489, 48.86617], [2.364307, 48.867309], [2.363872, 48.867516], [2.36329, 48.867816], [2.356496, 48.868829], [2.354253, 48.869324], [2.350955, 48.863402], [2.350164, 48.861985], [2.3535, 48.861213], [2.356742, 48.860147], [2.359345, 48.858339], [2.361768, 48.857244], [2.364941, 48.856306], [2.368279, 48.855785], [2.368491, 48.855805]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;498.0;251133144.47
2016;Île-de-France;Paris;PARIS 13E ARRONDISSEMENT;;Métropole du Grand Paris;75113;1747;1693;9;983;42;0;12;;7;;5;66;11;1427;163;62;14;;21635757.0;0;297292285;7101600;1220000.0;1200000.0;;11526240.0;;;;;271500;172000;271500;400000;565000;740000;7403;6999;7511;7501;7503;7267;450000;310100;419600;586000;1085000;;10809;11627;10706;9671;11174;;75;200054781;11;48.8284246249, 2.3622537471;"{""coordinates"": [[[2.343903, 48.815767], [2.344448, 48.815562], [2.344356, 48.816016], [2.345191, 48.816092], [2.346542, 48.815987], [2.347039, 48.816047], [2.351254, 48.817962], [2.352392, 48.818551], [2.355852, 48.815923], [2.356232, 48.815943], [2.363329, 48.816148], [2.364204, 48.816398], [2.380767, 48.821701], [2.381524, 48.822411], [2.385226, 48.823729], [2.386941, 48.824463], [2.389445, 48.825345], [2.390072, 48.825692], [2.388512, 48.826744], [2.384305, 48.830311], [2.378358, 48.835023], [2.375322, 48.837608], [2.37355, 48.839329], [2.366088, 48.844968], [2.365127, 48.844413], [2.361745, 48.839941], [2.351871, 48.836805], [2.347007, 48.837316], [2.342086, 48.838343], [2.341072, 48.831972], [2.34125, 48.831589], [2.341356, 48.829424], [2.3416, 48.828353], [2.341592, 48.82649], [2.341796, 48.826448], [2.341461, 48.823761], [2.341797, 48.82253], [2.342485, 48.821469], [2.34373, 48.820503], [2.344592, 48.819564], [2.344129, 48.817772], [2.343903, 48.815767]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1004.0;326029642.75
2016;Île-de-France;Paris;PARIS 9E ARRONDISSEMENT;;Métropole du Grand Paris;75109;1475;1458;0;827;;0;0;;10;;7;156;;1078;164;33;42;;0.0;0;364290141;0;3400000.0;3400000.0;;;;;;;370000;169000;320000;501000;740000;1061000;8442;7686;8751;8664;8513;8277;;;;;;;;;;;;;75;200054781;11;48.8771651221, 2.33745612164;"{""coordinates"": [[[2.325888, 48.869577], [2.327999, 48.869921], [2.340041, 48.871972], [2.347918, 48.870688], [2.347901, 48.874019], [2.34816, 48.875484], [2.348352, 48.876083], [2.349135, 48.877529], [2.3493, 48.879103], [2.349853, 48.880643], [2.3496, 48.88348], [2.349465, 48.883725], [2.346909, 48.883414], [2.339802, 48.882024], [2.3374, 48.882386], [2.332482, 48.883826], [2.329541, 48.88459], [2.328121, 48.883707], [2.327423, 48.883508], [2.327165, 48.883455], [2.326876, 48.876184], [2.326637, 48.875355], [2.327025, 48.873781], [2.326911, 48.873427], [2.32647, 48.872762], [2.326614, 48.872598], [2.325888, 48.869577]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;827.0;364290141.0
2015;Île-de-France;Paris;PARIS 12E ARRONDISSEMENT;;Métropole du Grand Paris;75112;2305;2216;0;1317;84;0;12;;;;;100;;1838;257;70;34;;0.0;0;416605933;5495806;1200000.0;1200000.0;;;;;;;278600;169575;272000;395000;595000;750000;7386;7034;7469;7352;7753;7213;410000;240000;460000;541806;1030000;;10947;10073;10885;11015;12261;;75;200054781;11;48.8349622602, 2.42138671794;"{""coordinates"": [[[2.364455, 48.846186], [2.366088, 48.844968], [2.37355, 48.839329], [2.375322, 48.837608], [2.378358, 48.835023], [2.384305, 48.830311], [2.388512, 48.826744], [2.390072, 48.825692], [2.39434, 48.827539], [2.395707, 48.827727], [2.399205, 48.828626], [2.402237, 48.82959], [2.403551, 48.829175], [2.404929, 48.828444], [2.407707, 48.82635], [2.409175, 48.825502], [2.410104, 48.825134], [2.411139, 48.824898], [2.41242, 48.824749], [2.415303, 48.824786], [2.416513, 48.824736], [2.419963, 48.82408], [2.421826, 48.824059], [2.424654, 48.824191], [2.426233, 48.824128], [2.427958, 48.8239], [2.429861, 48.823432], [2.430628, 48.823157], [2.430371, 48.822877], [2.432195, 48.82162], [2.432634, 48.821901], [2.43289, 48.821693], [2.43248, 48.821426], [2.434288, 48.820158], [2.434144, 48.819216], [2.434902, 48.819669], [2.436028, 48.819593], [2.436925, 48.819365], [2.437442, 48.819111], [2.437329, 48.818177], [2.439854, 48.818291], [2.442326, 48.817904], [2.444181, 48.817875], [2.447786, 48.817966], [2.449423, 48.817908], [2.450807, 48.817729], [2.453452, 48.817149], [2.458717, 48.817034], [2.459119, 48.816997], [2.459115, 48.817365], [2.461205, 48.818355], [2.462696, 48.81906], [2.462867, 48.820178], [2.465044, 48.824084], [2.465731, 48.826226], [2.466178, 48.827328], [2.465232, 48.827667], [2.464662, 48.827623], [2.464611, 48.828356], [2.464702, 48.829277], [2.465004, 48.83035], [2.465426, 48.83132], [2.465823, 48.83187], [2.466569, 48.832521], [2.468485, 48.833507], [2.468891, 48.833797], [2.469496, 48.834471], [2.469724, 48.835195], [2.469851, 48.836399], [2.469662, 48.836788], [2.467319, 48.839099], [2.466164, 48.840423], [2.465259, 48.841174], [2.463741, 48.842023], [2.461794, 48.842731], [2.459873, 48.843181], [2.457844, 48.84355], [2.447853, 48.844863], [2.446497, 48.844968], [2.446646, 48.845802], [2.440758, 48.845964], [2.44052, 48.84444], [2.437958, 48.844664], [2.437184, 48.840893], [2.433578, 48.841204], [2.433545, 48.841046], [2.427575, 48.841571], [2.42492, 48.841808], [2.424347, 48.84195], [2.423948, 48.842196], [2.423492, 48.842656], [2.422435, 48.844058], [2.421848, 48.844437], [2.41986, 48.843456], [2.419849, 48.843102], [2.41939, 48.842577], [2.419358, 48.842322], [2.419539, 48.841449], [2.420394, 48.84044], [2.42093, 48.839329], [2.421586, 48.836756], [2.422139, 48.835798], [2.417338, 48.834189], [2.415968, 48.833864], [2.413921, 48.833712], [2.412587, 48.833779], [2.411472, 48.833929], [2.412246, 48.834539], [2.412852, 48.836217], [2.415664, 48.844996], [2.415971, 48.846623], [2.399121, 48.848098], [2.395958, 48.848378], [2.384458, 48.850127], [2.381426, 48.850408], [2.380115, 48.850455], [2.378896, 48.850625], [2.374776, 48.851627], [2.372012, 48.85238], [2.370228, 48.853282], [2.369124, 48.853166], [2.366444, 48.84731], [2.364455, 48.846186]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1329.0;422101739.84
2020;Île-de-France;Paris;PARIS 2E ARRONDISSEMENT;;Métropole du Grand Paris;75102;645;641;0;398;;0;0;;;;;98;;478;40;6;23;;0.0;0;185347798;0;;;;;;;;;380000;237960;460000;700000;1002315;1395000;11403;11401;11419;11636;11610;9301;;;;;;;;;;;;;75;200054781;11;48.8682666326, 2.34278512518;"{""coordinates"": [[[2.354253, 48.869324], [2.347918, 48.870688], [2.340041, 48.871972], [2.327999, 48.869921], [2.330107, 48.868409], [2.330426, 48.86826], [2.350955, 48.863402], [2.354253, 48.869324]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;398.0;185347798.61
2017;Île-de-France;Paris;PARIS 16E ARRONDISSEMENT;;Métropole du Grand Paris;75116;4353;4271;20;1869;55;0;9;;7;;19;244;36;3036;900;64;73;;50139818.0;0;1159608337;5627880;2745000.0;2745000.0;;;;;;;491050;240000;425000;642000;860000;1420000;9149;9303;9187;9076;9309;8997;436000;408000;730000;;1560000;;15764;15224;15244;;17333;;75;200054781;11;48.8603736497, 2.26196792396;"{""coordinates"": [[[2.295032, 48.873773], [2.279949, 48.878573], [2.27947, 48.878532], [2.277487, 48.877968], [2.258467, 48.880387], [2.25541, 48.874264], [2.254817, 48.874081], [2.246533, 48.876142], [2.245704, 48.876459], [2.24301, 48.873785], [2.241856, 48.872901], [2.240945, 48.872342], [2.239225, 48.871573], [2.235576, 48.870523], [2.233702, 48.869898], [2.231736, 48.869069], [2.230659, 48.86808], [2.228377, 48.86538], [2.227181, 48.862385], [2.22567, 48.859405], [2.224407, 48.856154], [2.224219, 48.853517], [2.226594, 48.852812], [2.23918, 48.850042], [2.23977, 48.849832], [2.240184, 48.849571], [2.242362, 48.847658], [2.250516, 48.845555], [2.252478, 48.845486], [2.251216, 48.84289], [2.251709, 48.838822], [2.255144, 48.83481], [2.262792, 48.833923], [2.266032, 48.836838], [2.276057, 48.847248], [2.278021, 48.848888], [2.287837, 48.855764], [2.288207, 48.856134], [2.288513, 48.857021], [2.289696, 48.858183], [2.292196, 48.860254], [2.29369, 48.861246], [2.294865, 48.861876], [2.296871, 48.862619], [2.298589, 48.863144], [2.299222, 48.863284], [2.301737, 48.863496], [2.301635, 48.864491], [2.300298, 48.865008], [2.299842, 48.864987], [2.299838, 48.865537], [2.298867, 48.868644], [2.297501, 48.870939], [2.295543, 48.873303], [2.295032, 48.873773]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1898.0;1215376035.07
2020;Île-de-France;Paris;PARIS 14E ARRONDISSEMENT;;Métropole du Grand Paris;75114;1926;1892;9;1087;29;0;0;;;;;124;13;1449;250;54;34;;16161050.0;0;472043529;0;1728000.0;1728000.0;;;;;;;375000;230000;363500;558600;850000;1229900;10172;10465;10148;10028;10320;10016;;;;;;;;;;;;;75;200054781;11;48.8292621904, 2.3265374238;"{""coordinates"": [[[2.314146, 48.822291], [2.332461, 48.818247], [2.331898, 48.817011], [2.333711, 48.816771], [2.341684, 48.81633], [2.343013, 48.816085], [2.343903, 48.815767], [2.344129, 48.817772], [2.344592, 48.819564], [2.34373, 48.820503], [2.342485, 48.821469], [2.341797, 48.82253], [2.341461, 48.823761], [2.341796, 48.826448], [2.341592, 48.82649], [2.3416, 48.828353], [2.341356, 48.829424], [2.34125, 48.831589], [2.341072, 48.831972], [2.342086, 48.838343], [2.339697, 48.838863], [2.336657, 48.839671], [2.324642, 48.843621], [2.321531, 48.841084], [2.321472, 48.840965], [2.321837, 48.840099], [2.321394, 48.839777], [2.319877, 48.840539], [2.314831, 48.836303], [2.311855, 48.834024], [2.307135, 48.830178], [2.306932, 48.829823], [2.301315, 48.825126], [2.314146, 48.822291]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1096.0;488204579.55
2015;Île-de-France;Paris;PARIS 6E ARRONDISSEMENT;;Métropole du Grand Paris;75106;1045;1039;0;569;;0;0;;;;;62;;816;131;30;5;;0.0;0;362855882;0;;;;;;;;;475000;230000;418500;695000;1025000;1570000;11172;9800;11291;11232;11930;11210;;;;;;;;;;;;;75;200054781;11;48.8491205237, 2.33288375755;"{""coordinates"": [[[2.336657, 48.839671], [2.336771, 48.840746], [2.337256, 48.840875], [2.340482, 48.84671], [2.342632, 48.850348], [2.344281, 48.853757], [2.344634, 48.854089], [2.34293, 48.854833], [2.342506, 48.855104], [2.341368, 48.856128], [2.340567, 48.856675], [2.337672, 48.858311], [2.332916, 48.859335], [2.332452, 48.858531], [2.33327, 48.858291], [2.330772, 48.855112], [2.329396, 48.852731], [2.328659, 48.852056], [2.328657, 48.851868], [2.326814, 48.851581], [2.326877, 48.851362], [2.324162, 48.850235], [2.319541, 48.847914], [2.316713, 48.846863], [2.316983, 48.846636], [2.319893, 48.845166], [2.324642, 48.843621], [2.336657, 48.839671]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;569.0;362855882.78
2020;Île-de-France;Paris;PARIS 7E ARRONDISSEMENT;;Métropole du Grand Paris;75107;1107;1092;0;505;;0;0;;;;12;65;;798;191;19;32;;0.0;0;413515625;0;;;;;;;;;595000;315000;540000;865000;1473100;1780000;13968;13730;13348;14735;16031;12504;;;;;;;;;;;;;75;200054781;11;48.8561656124, 2.31215388834;"{""coordinates"": [[[2.301737, 48.863496], [2.299222, 48.863284], [2.298589, 48.863144], [2.296871, 48.862619], [2.294865, 48.861876], [2.29369, 48.861246], [2.292196, 48.860254], [2.289696, 48.858183], [2.29102, 48.857498], [2.300546, 48.851385], [2.301228, 48.851062], [2.307354, 48.847133], [2.308218, 48.847433], [2.310495, 48.847976], [2.313716, 48.845943], [2.316713, 48.846863], [2.319541, 48.847914], [2.324162, 48.850235], [2.326877, 48.851362], [2.326814, 48.851581], [2.328657, 48.851868], [2.328659, 48.852056], [2.329396, 48.852731], [2.330772, 48.855112], [2.33327, 48.858291], [2.332452, 48.858531], [2.332916, 48.859335], [2.331212, 48.859679], [2.32798, 48.860821], [2.320933, 48.863019], [2.318678, 48.863723], [2.301737, 48.863496]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;505.0;413515625.01
2018;Île-de-France;Paris;PARIS 18E ARRONDISSEMENT;;Métropole du Grand Paris;75118;4535;4389;5;2963;121;0;52;;17;;8;218;6;3744;379;118;59;11;4220800.0;0;960318800;25652201;860000.0;860000.0;;;;;;;277000;170000;283000;470000;690000;755400;8491;8333;8321;8719;8959;7932;405000;268000;379400;462000;789000;1088000;8599;9190;8913;7582;9621;9300;75;200054781;11;48.892570407, 2.34817675683;"{""coordinates"": [[[2.327423, 48.883508], [2.328121, 48.883707], [2.329541, 48.88459], [2.332482, 48.883826], [2.3374, 48.882386], [2.339802, 48.882024], [2.346909, 48.883414], [2.349465, 48.883725], [2.358943, 48.884406], [2.364714, 48.884366], [2.366763, 48.886644], [2.367561, 48.888624], [2.368739, 48.891029], [2.370035, 48.894005], [2.370639, 48.894704], [2.371792, 48.895393], [2.371267, 48.895798], [2.371176, 48.895994], [2.37042, 48.896659], [2.370253, 48.900259], [2.370335, 48.900943], [2.37017, 48.901556], [2.370302, 48.901848], [2.36562, 48.901758], [2.351984, 48.901485], [2.330147, 48.901044], [2.325596, 48.887508], [2.327423, 48.883508]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;3020.0;990191802.37
